,N1,N2,N3,N4,N5,N6,N7,N8,N9,M1,M2,M3 ,,,,,,,,,
,0.3041,0.0731,6.885825904,4.695567231,10.89307011,0.258047969,13.5991,10.1991,0.568939961,RAISE,LOWER,RAISE,,,,,,,,,
,0.3031,0.0741,7.306526475,4.007244211,10.89307011,0.293290483,13.9991,10.4991,0.632129035,RAISE,LOWER,RAISE,,,,,,,,,
,0.3021,0.0751,8.112062579,3.58654364,10.89307011,0.364665895,14.3991,10.7991,0.670749972,RAISE,LOWER,RAISE,,,,,,,,,
,0.3011,0.0761,8.897455702,2.781007536,10.89307011,0.452361013,14.7991,11.0991,0.744699382,RAISE,LOWER,RAISE,,,,,,,,,
,0.3001,0.0771,9.118693072,1.995614412,10.89307011,0.639872822,15.1991,11.3991,0.816799636,RAISE,LOWER,RAISE,,,,,,,,,
,0.2991,0.0781,9.782105003,1.774377043,10.89307011,0.913873243,15.5991,11.6991,0.837109555,RAISE,LOWER,RAISE,,,,,,,,,
,0.2981,0.0791,9.904247125,1.110965112,10.89307011,1.102595984,15.9991,11.9991,0.898011754,RAISE,LOWER,RAISE,,,,,,,,,
,0.2971,0.0801,10.52522476,0.98882299,10.89307011,1.782998768,16.3991,12.2991,0.909224582,RAISE,LOWER,RAISE,,,,,,,,,
,0.2961,0.0811,10.56697938,0.367845352,10.89307011,2.128839007,16.7991,12.5991,0.966231251,RAISE,LOWER,RAISE,,,,,,,,,
,0.2951,0.0821,2.37710342,0.32609073,10.89307011,5.745337996,17.1991,12.8991,0.970064387,RAISE,LOWER,RAISE,,,,,,,,,
,0.2941,0.0831,2.924281157,8.515966694,10.89307011,1.457939894,17.5991,13.1991,0.218221621,RAISE,LOWER,RAISE,,,,,,,,,
,0.2931,0.0841,3.387373681,7.968788957,10.89307011,0.068677609,17.9991,13.4991,0.268453349,RAISE,LOWER,RAISE,,,,,,,,,
,0.2921,0.0851,4.295071257,7.505696434,10.89307011,0.085016022,18.3991,13.7991,0.31096593,RAISE,LOWER,RAISE,,,,,,,,,
,0.2911,0.0861,5.170645526,6.597998858,10.89307011,0.114448307,18.7991,14.0991,0.394293915,RAISE,LOWER,RAISE,,,,,,,,,
,0.2901,0.0871,6.016695215,5.722424589,10.89307011,0.15673375,19.1991,14.3991,0.474672932,RAISE,LOWER,RAISE,,,,,,,,,
,0.2891,0.0881,6.367437163,4.876374899,10.89307011,0.210284823,19.5991,14.6991,0.552341549,RAISE,LOWER,RAISE,,,,,,,,,
,0.2881,0.0891,6.875098313,4.525632951,10.89307011,0.261154538,19.9991,14.9991,0.58454018,RAISE,LOWER,RAISE,,,,,,,,,
,0.2871,0.0901,7.654472964,4.017971801,10.89307011,0.303829249,20.3991,15.2991,0.631144227,RAISE,LOWER,RAISE,,,,,,,,,
,0.2861,0.0911,8.491883036,3.238597151,10.89307011,0.381011781,20.7991,15.5991,0.702691976,RAISE,LOWER,RAISE,,,,,,,,,
,0.2851,0.0921,9.272330852,2.401187079,10.89307011,0.524417372,21.1991,15.8991,0.779567463,RAISE,LOWER,RAISE,,,,,,,,,
,0.2841,0.0931,10.11917243,1.620739262,10.89307011,0.77231224,21.5991,16.1991,0.851213731,RAISE,LOWER,RAISE,,,,,,,,,
,0.2831,0.0941,10.73703161,0.773897682,10.89307011,1.248710717,21.9991,16.4991,0.928955044,RAISE,LOWER,RAISE,,,,,,,,,
,0.2821,0.0951,8.926859061,0.156038507,10.89307011,2.774793584,22.3991,16.7991,0.985675434,HOLD,LOWER,HOLD,,,,,,,,,
,0.2811,0.0951,8.982908834,1.966211053,10.89307011,11.4418668,22.3991,16.7991,0.819498908,RAISE,LOWER,RAISE,,,,,,,,,
,0.2801,0.0961,9.981311223,1.910161281,10.89307011,0.913727834,22.7991,17.0991,0.82464436,RAISE,LOWER,RAISE,,,,,,,,,
,0.2791,0.0971,10.41549752,0.911758892,10.89307011,1.045075232,23.1991,17.3991,0.916299181,RAISE,LOWER,RAISE,,,,,,,,,
,0.2781,0.0981,10.93592263,0.47757259,10.89307011,2.284704348,23.5991,17.6991,0.956158128,RAISE,LOWER,RAISE,,,,,,,,,
,0.2771,0.0991,8.965002656,-0.042852513,10.89307011,4.579794928,23.9991,17.9991,1.003933924,HOLD,LOWER,HOLD,,,,,,,,,
,0.2761,0.0991,9.873500087,1.928067459,10.89307011,-41.84119874,23.9991,17.9991,0.823000546,RAISE,LOWER,RAISE,,,,,,,,,
,0.2751,0.1001,10.76483027,1.019570028,10.89307011,1.024186165,24.3991,18.2991,0.906401959,RAISE,LOWER,RAISE,,,,,,,,,
,0.2741,0.1011,9.723031163,0.128239848,10.89307011,2.111641177,24.7991,18.5991,0.988227392,HOLD,LOWER,HOLD,,,,,,,,,
,0.2731,0.1011,9.825526553,1.170038952,10.89307011,15.16382209,24.7991,18.5991,0.892588688,RAISE,LOWER,RAISE,,,,,,,,,
,0.2721,0.1021,10.03488619,1.067543562,10.89307011,1.679521273,25.1991,18.8991,0.901997917,RAISE,LOWER,RAISE,,,,,,,,,
,0.2711,0.1031,10.28180319,0.858183928,10.89307011,1.879995636,25.5991,19.1991,0.921217442,RAISE,LOWER,RAISE,,,,,,,,,
,0.2701,0.1041,10.53385431,0.61126692,10.89307011,2.396177058,25.9991,19.4991,0.94388479,RAISE,LOWER,RAISE,,,,,,,,,
,0.2691,0.1051,11.3325939,0.3592158,10.89307011,3.446564493,26.3991,19.7991,0.967023457,RAISE,LOWER,RAISE,,,,,,,,,
,0.2681,0.1061,2.628726637,-0.43952379,10.89307011,6.309629982,26.7991,20.0991,1.040348936,STOP,LOWER,RAISE,,,,,,,,,
,0.2671,0.0001,3.084508252,8.264343478,10.89307011,-1.196170353,27.1991,20.3991,0.241321006,RAISE,LOWER,RAISE,,,,,,,,,
,0.2661,0.0011,3.094445134,7.808561863,10.89307011,0.074646178,27.5991,20.6991,0.283162434,RAISE,LOWER,RAISE,,,,,,,,,
,0.2651,0.0021,3.184662203,7.798624981,10.89307011,0.079257748,27.9991,20.9991,0.284074655,RAISE,LOWER,RAISE,,,,,,,,,
,0.2641,0.0031,3.30506578,7.708407911,10.89307011,0.081672403,28.3991,21.2991,0.292356716,RAISE,LOWER,RAISE,,,,,,,,,
,0.2631,0.0041,3.400805683,7.588004335,10.89307011,0.085752228,28.7991,21.5991,0.303409943,RAISE,LOWER,RAISE,,,,,,,,,
,0.2621,0.0051,4.305218277,7.492264432,10.89307011,0.089636366,29.1991,21.8991,0.312199008,RAISE,LOWER,RAISE,,,,,,,,,
,0.2611,0.0061,5.03146631,6.587851838,10.89307011,0.114924355,29.5991,22.1991,0.395225426,RAISE,LOWER,RAISE,,,,,,,,,
,0.2601,0.0071,5.357884524,5.861603805,10.89307011,0.152749832,29.9991,22.4991,0.461896073,RAISE,LOWER,RAISE,,,,,,,,,
,0.2591,0.0081,5.479351819,5.535185591,10.89307011,0.18281292,30.3991,22.7991,0.491861749,RAISE,LOWER,RAISE,,,,,,,,,
,0.2581,0.0091,6.303124877,5.413718296,10.89307011,0.197982587,30.7991,23.0991,0.503012627,RAISE,LOWER,RAISE,,,,,,,,,
,0.2571,0.0101,6.660378503,4.589945238,10.89307011,0.232857512,31.1991,23.3991,0.578636216,RAISE,LOWER,RAISE,,,,,,,,,
,0.2561,0.0111,7.20850714,4.232691612,10.89307011,0.290216033,31.5991,23.6991,0.611432629,RAISE,LOWER,RAISE,,,,,,,,,
,0.2551,0.0121,8.031722364,3.684562975,10.89307011,0.340611025,31.9991,23.9991,0.661751652,RAISE,LOWER,RAISE,,,,,,,,,
,0.2541,0.0131,8.772580593,2.861347751,10.89307011,0.435966079,32.3991,24.2991,0.737324031,RAISE,LOWER,RAISE,,,,,,,,,
,0.2531,0.0141,9.455233964,2.120489522,10.89307011,0.613178219,32.7991,24.5991,0.805335915,RAISE,LOWER,RAISE,,,,,,,,,
,0.2521,0.0151,9.472159433,1.437836151,10.89307011,0.891797282,33.1991,24.8991,0.868004508,RAISE,LOWER,RAISE,,,,,,,,,
,0.2511,0.0161,9.559702036,1.420910682,10.89307011,1.317557557,33.5991,25.1991,0.869558291,RAISE,LOWER,RAISE,,,,,,,,,
,0.2501,0.0171,9.644227799,1.333368078,10.89307011,1.345573956,33.9991,25.4991,0.877594832,RAISE,LOWER,RAISE,,,,,,,,,
,0.2491,0.0181,9.948661556,1.248842316,10.89307011,1.446596473,34.3991,25.7991,0.885354422,RAISE,LOWER,RAISE,,,,,,,,,
,0.2481,0.0191,10.67723558,0.944408559,10.89307011,1.593261444,34.7991,26.0991,0.913301893,RAISE,LOWER,RAISE,,,,,,,,,
,0.2471,0.0201,7.146744552,0.215834533,10.89307011,2.261147568,35.1991,26.3991,0.98018607,RAISE,LOWER,STOP,,,,,,,,,
,0.2461,0.0211,7.405739675,3.746325563,10.89307011,6.622429183,0.0001,0.0001,0.656081754,RAISE,LOWER,RAISE,,,,,,,,,
,0.2451,0.0221,7.840536208,3.487330439,10.89307011,0.395360176,0.4001,0.3001,0.679857891,RAISE,LOWER,RAISE,,,,,,,,,
,0.2441,0.0231,8.288602857,3.052533907,10.89307011,0.449658347,0.8001,0.6001,0.719772858,RAISE,LOWER,RAISE,,,,,,,,,
,0.2431,0.0241,8.906767501,2.604467258,10.89307011,0.54306377,1.2001,0.9001,0.760906041,RAISE,LOWER,RAISE,,,,,,,,,
,0.2421,0.0251,9.610254253,1.986302614,10.89307011,0.683960797,1.6001,1.2001,0.817654473,RAISE,LOWER,RAISE,,,,,,,,,
,0.2411,0.0261,9.893411138,1.282815862,10.89307011,0.967652581,2.0001,1.5001,0.8822356,RAISE,LOWER,RAISE,,,,,,,,,
,0.2401,0.0271,10.6396172,0.999658976,10.89307011,1.542452262,2.4001,1.8001,0.908229823,RAISE,LOWER,RAISE,,,,,,,,,
,0.2391,0.0281,4.64698795,0.25345291,10.89307011,2.128649361,2.8001,2.1001,0.976732647,RAISE,LOWER,STOP,,,,,,,,,
,0.2381,0.0291,5.64332777,6.246082164,10.89307011,3.66694385,0.0001,0.0001,0.426600389,RAISE,LOWER,RAISE,,,,,,,,,
,0.2371,0.0301,6.34575066,5.249742344,10.89307011,0.180699761,0.4001,0.3001,0.518065863,RAISE,LOWER,RAISE,,,,,,,,,
,0.2361,0.0311,6.999829965,4.547319455,10.89307011,0.241754747,0.8001,0.6001,0.582549327,RAISE,LOWER,RAISE,,,,,,,,,
,0.2351,0.0321,7.641219271,3.89324015,10.89307011,0.307866207,1.2001,0.9001,0.642594777,RAISE,LOWER,RAISE,,,,,,,,,
,0.2341,0.0331,8.058359007,3.251850843,10.89307011,0.392537782,1.6001,1.2001,0.701475267,RAISE,LOWER,RAISE,,,,,,,,,
,0.2331,0.0341,8.425542622,2.834711108,10.89307011,0.495616767,2.0001,1.5001,0.739769314,RAISE,LOWER,RAISE,,,,,,,,,
,0.2321,0.0351,8.45987854,2.467527493,10.89307011,0.594455117,2.4001,1.8001,0.773477315,RAISE,LOWER,RAISE,,,,,,,,,
,0.2311,0.0361,8.873248808,2.433191575,10.89307011,0.685696801,2.8001,2.1001,0.776629403,RAISE,LOWER,RAISE,,,,,,,,,
,0.2301,0.0371,9.858002954,2.019821306,10.89307011,0.729350611,3.2001,2.4001,0.814577407,RAISE,LOWER,RAISE,,,,,,,,,
,0.2291,0.0381,9.937638553,1.035067161,10.89307011,0.976126247,3.6001,2.7001,0.904979299,RAISE,LOWER,RAISE,,,,,,,,,
,0.2281,0.0391,10.81054606,0.955431562,10.89307011,1.920192028,4.0001,3.0001,0.912289965,RAISE,LOWER,RAISE,,,,,,,,,
,0.2271,0.0401,10.34345628,0.082524052,10.89307011,2.262966076,4.4001,3.3001,0.99242417,HOLD,LOWER,HOLD,,,,,,,,,
,0.2261,0.0401,10.77049067,0.549613838,10.89307011,25.0677373,4.4001,3.3001,0.949544634,RAISE,LOWER,RAISE,,,,,,,,,
,0.2251,0.0411,3.634751306,0.122579448,10.89307011,3.919293847,4.8001,3.6001,0.988747025,HOLD,LOWER,HOLD,,,,,,,,,
,0.2241,0.0411,4.627246379,7.258318809,10.89307011,5.930441643,4.8001,3.6001,0.333675563,RAISE,LOWER,RAISE,,,,,,,,,
,0.2231,0.0421,4.859669056,6.265823736,10.89307011,0.127501878,5.2001,3.9001,0.424788084,RAISE,LOWER,RAISE,,,,,,,,,
,0.2221,0.0431,5.383392855,6.033401059,10.89307011,0.155116686,5.6001,4.2001,0.44612483,RAISE,LOWER,RAISE,,,,,,,,,
,0.2211,0.0441,6.377551673,5.50967726,10.89307011,0.178453009,6.0001,4.5001,0.494203452,RAISE,LOWER,RAISE,,,,,,,,,
,0.2201,0.0451,6.435269512,4.515518442,10.89307011,0.231503639,6.4001,4.8001,0.585468707,RAISE,LOWER,RAISE,,,,,,,,,
,0.2191,0.0461,6.564681217,4.457800603,10.89307011,0.285029044,6.8001,5.1001,0.59076729,RAISE,LOWER,RAISE,,,,,,,,,
,0.2181,0.0471,7.422538352,4.328388898,10.89307011,0.294525565,7.2001,5.4001,0.602647477,RAISE,LOWER,RAISE,,,,,,,,,
,0.2171,0.0481,7.484164276,3.470531763,10.89307011,0.34297003,7.6001,5.7001,0.681400035,RAISE,LOWER,RAISE,,,,,,,,,
,0.2161,0.0491,8.215280147,3.408905838,10.89307011,0.431297841,8.0001,6.0001,0.687057386,RAISE,LOWER,RAISE,,,,,,,,,
,0.2151,0.0501,9.138984752,2.677789968,10.89307011,0.481989268,8.4001,6.3001,0.754174908,RAISE,LOWER,RAISE,,,,,,,,,
,0.2141,0.0511,9.853178368,1.754085362,10.89307011,0.682576667,8.8001,6.6001,0.838972361,RAISE,LOWER,RAISE,,,,,,,,,
,0.2131,0.0521,10.2375566,1.039891747,10.89307011,1.12345483,9.2001,6.9001,0.904536395,RAISE,LOWER,RAISE,,,,,,,,,
,0.2121,0.0531,10.96512596,0.655513511,10.89307011,1.968965834,9.6001,7.2001,0.939822887,RAISE,LOWER,RAISE,,,,,,,,,
,0.2111,0.0541,2.00111748,-0.072055847,10.89307011,3.345507232,10.0001,7.5001,1.006614834,HOLD,LOWER,HOLD,,,,,,,,,
,0.2101,0.0541,2.178652692,8.891952635,10.89307011,-5.554351444,10.0001,7.5001,0.183705554,RAISE,LOWER,RAISE,,,,,,,,,
,0.2091,0.0551,2.746757751,8.714417422,10.89307011,0.049002796,10.4001,7.8001,0.20000355,RAISE,LOWER,RAISE,,,,,,,,,
,0.2081,0.0561,3.585572022,8.146312363,10.89307011,0.063039389,10.8001,8.1001,0.252156437,RAISE,LOWER,RAISE,,,,,,,,,
,0.2071,0.0571,3.642751479,7.307498092,10.89307011,0.088029328,11.2001,8.4001,0.329160832,RAISE,LOWER,RAISE,,,,,,,,,
,0.2061,0.0581,4.009362171,7.250318636,10.89307011,0.099699006,11.6001,8.7001,0.334409991,RAISE,LOWER,RAISE,,,,,,,,,
,0.2051,0.0591,4.295721544,6.883707944,10.89307011,0.110598234,12.0001,9.0001,0.368065397,RAISE,LOWER,RAISE,,,,,,,,,
,0.2041,0.0601,4.541242994,6.597348571,10.89307011,0.124808361,12.4001,9.3001,0.394353612,RAISE,LOWER,RAISE,,,,,,,,,
,0.2031,0.0611,4.782138233,6.35182712,10.89307011,0.13766873,12.8001,9.6001,0.416892845,RAISE,LOWER,RAISE,,,,,,,,,
,0.2021,0.0621,5.216540137,6.110931882,10.89307011,0.150575201,13.2001,9.9001,0.439007386,RAISE,LOWER,RAISE,,,,,,,,,
,0.2011,0.0631,5.366830313,5.676529977,10.89307011,0.170728139,13.6001,10.2001,0.478886125,RAISE,LOWER,RAISE,,,,,,,,,
,0.2001,0.0641,6.354137716,5.526239802,10.89307011,0.189088416,14.0001,10.5001,0.492682986,RAISE,LOWER,RAISE,,,,,,,,,
,0.1991,0.0651,6.700028256,4.538932399,10.89307011,0.229962432,14.4001,10.8001,0.583319271,RAISE,LOWER,RAISE,,,,,,,,,
,0.1981,0.0661,6.906568236,4.193041858,10.89307011,0.295224853,14.8001,11.1001,0.615072536,RAISE,LOWER,RAISE,,,,,,,,,
,0.1971,0.0671,7.238112986,3.986501879,10.89307011,0.329429968,15.2001,11.4001,0.634033212,RAISE,LOWER,RAISE,,,,,,,,,
,0.1961,0.0681,7.846659922,3.654957129,10.89307011,0.363131046,15.6001,11.7001,0.664469512,RAISE,LOWER,RAISE,,,,,,,,,
,0.1951,0.0691,8.320073471,3.046410192,10.89307011,0.429370832,16.0001,12.0001,0.720335024,RAISE,LOWER,RAISE,,,,,,,,,
,0.1941,0.0701,8.908791954,2.572996643,10.89307011,0.546221483,16.4001,12.3001,0.76379509,RAISE,LOWER,RAISE,,,,,,,,,
,0.1931,0.0711,9.383649321,1.984278161,10.89307011,0.69248376,16.8001,12.6001,0.81784032,RAISE,LOWER,RAISE,,,,,,,,,
,0.1921,0.0721,9.774614935,1.509420793,10.89307011,0.945799788,17.2001,12.9001,0.861432931,RAISE,LOWER,RAISE,,,,,,,,,
,0.1911,0.0731,10.37071449,1.11845518,10.89307011,1.295147778,17.6001,13.2001,0.897324155,RAISE,LOWER,RAISE,,,,,,,,,
,0.1901,0.0741,10.58135105,0.522355622,10.89307011,1.854471181,18.0001,13.5001,0.952046979,RAISE,LOWER,RAISE,,,,,,,,,
,0.1891,0.0751,6.43035456,0.311719068,10.89307011,4.051397398,18.4001,13.8001,0.971383727,RAISE,LOWER,RAISE,,,,,,,,,
,0.1881,0.0761,6.6303225,4.462715555,10.89307011,4.125737064,18.8001,14.1001,0.59031609,RAISE,LOWER,RAISE,,,,,,,,,
,0.1871,0.0771,6.998815369,4.262747615,10.89307011,0.297142958,19.2001,14.4001,0.608673444,RAISE,LOWER,RAISE,,,,,,,,,
,0.1861,0.0781,7.806795512,3.894254746,10.89307011,0.328371088,19.6001,14.7001,0.642501636,RAISE,LOWER,RAISE,,,,,,,,,
,0.1851,0.0791,8.163562356,3.086274603,10.89307011,0.400939128,20.0001,15.0001,0.716675412,RAISE,LOWER,RAISE,,,,,,,,,
,0.1841,0.0801,8.323452378,2.729507759,10.89307011,0.52902372,20.4001,15.3001,0.749427138,RAISE,LOWER,RAISE,,,,,,,,,
,0.1831,0.0811,8.373765428,2.569617737,10.89307011,0.609886698,20.8001,15.6001,0.764105279,RAISE,LOWER,RAISE,,,,,,,,,
,0.1821,0.0821,9.159657033,2.519304686,10.89307011,0.651751839,21.2001,15.9001,0.768724092,RAISE,LOWER,RAISE,,,,,,,,,
,0.1811,0.0831,9.559155097,1.733413082,10.89307011,0.727157543,21.6001,16.2001,0.840870107,RAISE,LOWER,RAISE,,,,,,,,,
,0.1801,0.0841,9.918943304,1.333915018,10.89307011,1.10292869,22.0001,16.5001,0.877544622,RAISE,LOWER,RAISE,,,,,,,,,
,0.1791,0.0851,10.08118345,0.97412681,10.89307011,1.487192688,22.4001,16.8001,0.910573713,RAISE,LOWER,RAISE,,,,,,,,,
,0.1781,0.0861,10.59132916,0.811886667,10.89307011,2.069788726,22.8001,17.1001,0.925467599,RAISE,LOWER,RAISE,,,,,,,,,
,0.1771,0.0871,5.230178151,0.301740958,10.89307011,2.609065918,23.2001,17.4001,0.972299732,RAISE,LOWER,RAISE,,,,,,,,,
,0.1761,0.0881,5.683863728,5.662891964,10.89307011,3.466667693,23.6001,17.7001,0.480138115,RAISE,LOWER,RAISE,,,,,,,,,
,0.1751,0.0891,6.613724535,5.209206386,10.89307011,0.200740673,24.0001,18.0001,0.521787124,RAISE,LOWER,RAISE,,,,,,,,,
,0.1741,0.0901,7.037842156,4.27934558,10.89307011,0.253924458,24.4001,18.3001,0.607149726,RAISE,LOWER,RAISE,,,,,,,,,
,0.1731,0.0911,7.16962308,3.855227959,10.89307011,0.328921421,24.8001,18.6001,0.646084353,RAISE,LOWER,RAISE,,,,,,,,,
,0.1721,0.0921,7.971631201,3.723447035,10.89307011,0.371942887,25.2001,18.9001,0.658182037,RAISE,LOWER,RAISE,,,,,,,,,
,0.1711,0.0931,8.490152582,2.921438914,10.89307011,0.428185556,25.6001,19.2001,0.731807573,RAISE,LOWER,RAISE,,,,,,,,,
,0.1701,0.0941,9.252164513,2.402917533,10.89307011,0.581230882,26.0001,19.5001,0.779408605,RAISE,LOWER,RAISE,,,,,,,,,
,0.1691,0.0951,9.859459837,1.640905602,10.89307011,0.770077573,26.4001,19.8001,0.849362431,RAISE,LOWER,RAISE,,,,,,,,,
,0.1681,0.0961,10.34614162,1.033610278,10.89307011,1.201709571,26.8001,20.1001,0.905113043,RAISE,LOWER,RAISE,,,,,,,,,
,0.1671,0.0971,8.394245266,0.546928498,10.89307011,2.00194248,27.2001,20.4001,0.949791152,RAISE,LOWER,RAISE,,,,,,,,,
,0.1661,0.0981,8.68508694,2.498824849,10.89307011,3.069595128,27.6001,20.7001,0.770604171,RAISE,LOWER,RAISE,,,,,,,,,
,0.1651,0.0991,9.114823662,2.207983175,10.89307011,0.69513371,28.0001,21.0001,0.797303868,RAISE,LOWER,RAISE,,,,,,,,,
,0.1641,0.1001,9.861862946,1.778246453,10.89307011,0.825624376,28.4001,21.3001,0.836754337,RAISE,LOWER,RAISE,,,,,,,,,
,0.1631,0.1011,10.1257021,1.031207169,10.89307011,1.109167172,28.8001,21.6001,0.905333652,RAISE,LOWER,RAISE,,,,,,,,,
,0.1621,0.1021,9.339694046,0.767368019,10.89307011,1.963854093,29.2001,21.9001,0.929554477,RAISE,LOWER,RAISE,,,,,,,,,
,0.1611,0.1031,10.0873325,1.553376069,10.89307011,2.434215088,29.6001,22.2001,0.857397772,RAISE,LOWER,RAISE,,,,,,,,,
,0.1601,0.1041,4.55499054,0.805737612,10.89307011,1.298762445,30.0001,22.5001,0.926032092,RAISE,LOWER,RAISE,,,,,,,,,
,0.1591,0.1051,5.528601852,6.338079575,10.89307011,1.130638677,30.4001,22.8001,0.41815489,RAISE,LOWER,RAISE,,,,,,,,,
,0.1581,0.1061,5.931999844,5.364468262,10.89307011,0.174456688,30.8001,23.1001,0.507533854,RAISE,LOWER,RAISE,,,,,,,,,
,0.1571,0.1071,6.557920724,4.961070271,10.89307011,0.221158913,31.2001,23.4001,0.544566388,RAISE,HOLD,RAISE,,,,,,,,,
,0.1571,0.1081,7.045373589,4.33514939,10.89307011,0.26437524,31.6001,23.7001,0.602026853,RAISE,HOLD,RAISE,,,,,,,,,
,0.1571,0.1091,7.157150082,3.847696526,10.89307011,0.32503487,32.0001,24.0001,0.64677575,RAISE,HOLD,RAISE,,,,,,,,,
,0.1571,0.1101,7.525301145,3.735920033,10.89307011,0.372022587,32.4001,24.3001,0.657036998,RAISE,HOLD,RAISE,,,,,,,,,
,0.1571,0.1111,8.168229082,3.36776897,10.89307011,0.402862003,32.8001,24.6001,0.690833811,RAISE,HOLD,RAISE,,,,,,,,,
,0.1571,0.1121,8.684706754,2.724841032,10.89307011,0.485082507,33.2001,24.9001,0.74985555,RAISE,HOLD,RAISE,,,,,,,,,
,0.1571,0.1131,9.637568718,2.208363361,10.89307011,0.637446857,33.6001,25.2001,0.797268967,RAISE,HOLD,RAISE,,,,,,,,,
,0.1571,0.1141,10.02324174,1.255501397,10.89307011,0.872824544,34.0001,25.5001,0.884743109,RAISE,HOLD,RAISE,,,,,,,,,
,0.1571,0.1151,10.51762712,0.869828375,10.89307011,1.596691451,34.4001,25.8001,0.920148465,RAISE,HOLD,RAISE,,,,,,,,,
,0.1571,0.1161,6.729695837,0.375442999,10.89307011,2.418322378,34.8001,26.1001,0.965533776,RAISE,HOLD,RAISE,,,,,,,,,
,0.1571,0.1171,7.199423103,4.163374278,10.89307011,3.584936121,35.2001,26.4001,0.617796064,RAISE,HOLD,RAISE,,,,,,,,,
,0.1571,0.1181,8.154525689,3.693647012,10.89307011,0.345845587,35.6001,26.7001,0.660917724,RAISE,HOLD,RAISE,,,,,,,,,
,0.1571,0.1191,8.701444356,2.738544426,10.89307011,0.441543313,36.0001,27.0001,0.748597558,RAISE,HOLD,RAISE,,,,,,,,,
,0.1571,0.1201,8.832219762,2.191625759,10.89307011,0.63547951,36.4001,27.3001,0.798805503,RAISE,HOLD,RAISE,,,,,,,,,
,0.1571,0.1211,8.939065503,2.060850353,10.89307011,0.805997076,36.8001,27.6001,0.81081088,RAISE,HOLD,RAISE,,,,,,,,,
,0.1571,0.1221,9.358042615,1.954004611,10.89307011,0.867512335,37.2001,27.9001,0.820619477,RAISE,RAISE,RAISE,,,,,,,,,
,0.1771,0.1231,10.32290888,1.5350275,10.89307011,0.957832193,37.6001,28.2001,0.859082198,RAISE,RAISE,RAISE,,,,,,,,,
,0.1971,0.1241,5.341734381,0.570161234,10.89307011,1.344980318,38.0001,28.5001,0.947658353,RAISE,HOLD,RAISE,,,,,,,,,
,0.1971,0.1251,5.573336032,5.551335734,10.89307011,1.873762739,38.4001,28.8001,0.490379142,RAISE,LOWER,RAISE,,,,,,,,,
,0.1961,0.1261,6.251651226,5.319734083,10.89307011,0.200792613,38.8001,29.1001,0.511640518,RAISE,LOWER,RAISE,,,,,,,,,
,0.1951,0.1271,6.930215335,4.641418889,10.89307011,0.23503623,39.2001,29.4001,0.573910859,RAISE,LOWER,RAISE,,,,,,,,,
,0.1941,0.1281,7.641104507,3.96285478,10.89307011,0.29862486,39.6001,29.7001,0.636204051,RAISE,LOWER,RAISE,,,,,,,,,
,0.1931,0.1291,7.730400753,3.251965608,10.89307011,0.385636362,40.0001,30.0001,0.701464732,RAISE,LOWER,RAISE,,,,,,,,,
,0.1921,0.1301,8.577576906,3.162669362,10.89307011,0.475429429,40.4001,30.3001,0.70966226,RAISE,HOLD,RAISE,,,,,,,,,
,0.1921,0.1311,8.723352784,2.315493209,10.89307011,0.542426408,40.8001,30.6001,0.787434288,RAISE,HOLD,RAISE,,,,,,,,,
,0.1921,0.1321,8.945846661,2.16971733,10.89307011,0.753476862,41.2001,30.9001,0.80081673,RAISE,HOLD,RAISE,,,,,,,,,
,0.1921,0.1331,9.365978099,1.947223454,10.89307011,0.824609412,41.6001,31.2001,0.821241998,RAISE,HOLD,RAISE,,,,,,,,,
,0.1921,0.1341,9.990559077,1.527092015,10.89307011,0.961982877,42.0001,31.5001,0.859810687,RAISE,HOLD,RAISE,,,,,,,,,
,0.1921,0.1351,10.74131075,0.902511038,10.89307011,1.308442317,42.4001,31.8001,0.917148148,RAISE,HOLD,RAISE,,,,,,,,,
,0.1921,0.1361,7.193988418,0.151759363,10.89307011,2.380316761,42.8001,32.1001,0.986068265,HOLD,STOP,HOLD,,,,,,,,,
,0.0001,0.1361,7.419558216,3.699081696,10.89307011,9.480783633,42.8001,32.1001,0.660418811,RAISE,HOLD,RAISE,,,,,,,,,
,0.0001,0.1371,7.616595358,3.473511898,10.89307011,0.401156764,43.2001,32.4001,0.681126454,RAISE,RAISE,RAISE,,,,,,,,,
,0.0201,0.1381,7.633067303,3.276474757,10.89307011,0.438553002,43.6001,32.7001,0.699214756,RAISE,RAISE,RAISE,,,,,,,,,
,0.0401,0.1391,7.770651522,3.260002811,10.89307011,0.465931702,44.0001,33.0001,0.700726905,RAISE,RAISE,RAISE,,,,,,,,,
,0.0601,0.1401,8.689304624,3.122418592,10.89307011,0.476726676,44.4001,33.3001,0.71335734,RAISE,RAISE,RAISE,,,,,,,,,
,0.0801,0.1411,8.814096174,2.203765491,10.89307011,0.556575255,44.8001,33.6001,0.797691058,RAISE,RAISE,RAISE,,,,,,,,,
,0.1001,0.1421,9.014444367,2.078973941,10.89307011,0.799912351,45.2001,33.9001,0.809147107,RAISE,RAISE,RAISE,,,,,,,,,
,0.1201,0.1431,9.657759965,1.878625748,10.89307011,0.867201285,45.6001,34.2001,0.827539369,RAISE,RAISE,RAISE,,,,,,,,,
,0.1401,0.1441,10.59750776,1.235310149,10.89307011,1.028172852,46.0001,34.5001,0.886596695,RAISE,RAISE,RAISE,,,,,,,,,
